weight,quantity,unit,supplier,material_id,quality,grade,thickness_mm,width_mm,description_i18n,finish_i18n,composition,additional_info,coating,length_mm
500,1.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
500,1.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
500,1.0,KG,source2,8fea1a38cfdacc19ec66fb9822a60142,,S350GD,3.5,291.0,"{'nl': 'SCHADE schrot om mes gedraaid ', 'en': ' Damage: scrap twisted around knife '}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",ZM310,
1008,13.0,KG,source2,94e70d6a4f45caf237bc5e122762c6a3,,S320GD,3.0,1250.0,{'en': 'tension  10 * 25  mm '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,2500.0
1450,1.0,KG,source2,9677301c18e637eabef5da775b147618,,DX51D,0.75,1500.0,{'en': 'little coil '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z140,
14779,,KG,source3,96ebf50d55501f4ec286655921352db4,,HDC,0.85,1445,{'fr': 'HDC 0.85x1445 26G G10/10 MB O'},{'fr': 'G10/10'},{},"{'additional': 'MB', 'supplier_article': 11015537, 'supplier_id': 2231511}",26G,
2550,1.0,KG,source2,9d410c0d9198b7c17c73920e51d4fd08,,,,,{'en': '2A'},{'de': None},{},"{'additional': None, 'article_id': None}",,
13240,,KG,source3,9f2c9e00253d84a08fdb555777aa02f4,,HRP,2,1360,{'fr': 'HRP 2x1360 HR2 O'},{'fr': 'O'},{},"{'additional': None, 'supplier_article': 11015501, 'supplier_id': 2135022}",HR2,
7012,,KG,source3,a02c502e59a237df873db2e125de6921,,HDC,0.65,1080,{'fr': 'HDC 0.65x1080 XCV G7/7 MB O'},{'fr': 'G7/7'},{},"{'additional': 'MB', 'supplier_article': 11007912, 'supplier_id': 2165166}",XCV,
10980,,KG,source3,a4d1a74d2b110ecfd2259eb2b2fe888f,,HDC,0.75,1855,{'fr': 'HDC 0.75x1855 XFV G7/7 MB O'},{'fr': 'G7/7'},{},"{'additional': 'MB', 'supplier_article': 36000012, 'supplier_id': 2089220}",XFV,
7138,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
7138,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
7138,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
7138,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6615,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6615,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6615,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6615,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6762,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6762,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6762,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6762,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6050,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6050,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6050,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6050,,KG,source1,a569ea6ca7b521ffa2c0b2b52032ca03,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.006, 'Ars': 0.002, 'B': 0.0002, 'C': 1.01, 'Ca': 0.0004, 'Cr': 0.17, 'S': 0.0011, 'Cu': 0.01, 'Mn': 0.412, 'Mo': 0.015, 'N': 0.0037, 'Nb': 0.002, 'Ni': 0.024, 'P': 0.0102, 'Si': 0.219, 'Sn': 0.003, 'STA': 0, 'Ti': 0.00232, 'V': 0.002, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
1022,32.0,KG,source2,a9a132e4697d58de5bc34cd934b369d9,,S280GD,1.5,1250.0,{'en': 'edge en corner damage '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,2115.0
2220,1.0,KG,source2,aa2e8c8e3b35719db406f8474b121e81,,DX51D,0.57,1250.0,{'en': 'little coil '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z100,
13800,1.0,KG,source2,b1512947b07ae1845789a0c8c9e3d5ef,,DX51D,0.5,1250.0,"{'nl': 'inside  is oval - CORROSIE (roest; witroest) ', 'en': ' Corrosion (rust, white rust)'}",{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
1700,1.0,KG,source2,b76029c87695cd5baede32018029ab05,,DX51D,0.4,1250.0,{'en': 'little coil '},{'de': 'Ma-C'},{},"{'additional': None, 'article_id': None}",Z275,
18920,,KG,source3,b8239192532d1251f6a35134ec49f014,,CR,1.15,1317,{'fr': 'CR 1.15x1317 E28 A O'},{'fr': 'A'},{},"{'additional': 'O', 'supplier_article': 36000114, 'supplier_id': 2235139}",E28,
5433,,KG,source1,b986d33ebbdabcf19bbab8251cf6ea12,2nd,C100S,2.28,1036.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
450,1.0,KG,source2,b9aec28aa5b32024925f3acbeae3ff52,,DD11,2.5,106.0,"{'nl': 'Roestplekken elke 10 meter ', 'en': 'Rust spots every 10 meters'}",{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
0,,KG,source3,b9dd0dfee14f3a0357662030e9cc7a2b,,,,,{'fr': 'HDC 1X70 GXES G10/10 MB O'},{'fr': None},{},"{'additional': None, 'supplier_article': 13030650, 'supplier_id': 1905346}",,
1320,,KG,source3,bbc3ab5029f43bbb58945a230f4d5bb2,,DRP,1.8,420,{'fr': 'DRP 1.8x420x121 YMAGINE H500 O'},{'fr': 'H500'},{},"{'additional': 'O', 'supplier_article': 13012123, 'supplier_id': 1810917}",YMAGINE,121
525,1.0,KG,source2,bc3e2af1a81ab7971602fef4dd4eed0a,,DD11,1.5,122.0,"{'nl': 'Bruine vlekken in het materiaal ', 'en': ' Brown spots in the material'}",{'de': 'geolied'},{},"{'additional': None, 'article_id': None}",,
23560,,KG,source2,bf9fb8ec9299044e4fdd2b23fd9f7e06,,DX51D,1.0,1250.0,{'de': '24-32 mu'},{'de': 'Ma-C'},{},"{'additional': 'AFP', 'article_id': None}",AZ150,
6679,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6679,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6679,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
6679,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4578,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4578,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4578,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4578,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9889,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9889,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9889,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
9889,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4980,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4980,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4980,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
4980,,KG,source1,c0338ef4e13733853966c92f9fb237dd,2nd,C100S,2.28,1037.0,{'de': 'Sollmasse (Gewicht) unterschritten'},"{'de': 'ungebeizt, nicht geglüht'}","{'AG': 0.0, 'Al': 0.004, 'Ars': 0.002, 'B': 0.0002, 'C': 1.03, 'Ca': 0.0005, 'Cr': 0.171, 'S': 0.0015, 'Cu': 0.009, 'Mn': 0.405, 'Mo': 0.007, 'N': 0.0035, 'Nb': 0.002, 'Ni': 0.013, 'P': 0.0105, 'Si': 0.226, 'Sn': 0.005, 'STA': 0, 'Ti': 0.00264, 'V': 0.003, 'Zr': 0.002}","{'RP02': 0.0, 'RM': 0.0}",,
